 5000.000000  -99.658279  -1367.064575  -643.559387
 5000.004000  -568.154602  -1470.112793   42.227425
 5000.008000  -913.830933  -923.407837  424.332428
 5000.012000  -625.468201  -213.370102  556.553406
 5000.016000  130.905472  405.931702  814.403015
 5000.020000  595.784668  676.513306  861.297668
 5000.024000  646.505066  566.696777  422.081207
 5000.028000  529.229248  409.279755  -221.871353
 5000.032000  270.640503  255.640427  -845.890808
 5000.036000  -189.485519  100.351822  -796.133179
 5000.040000  -538.611023  133.671494  -130.464676
 5000.044000  -710.812805  100.354019  610.257080
 5000.048000  -812.289124   64.586418  1224.848999
 5000.052000  -759.118225  136.538589  1074.520142
 5000.056000  -414.747131  108.027466  146.552368
 5000.060000  -21.226051  -89.981430  -419.127502
 5000.064000  261.430481  -329.640411  -442.244354
 5000.068000  302.051117  -427.586090  -700.159729
 5000.072000   18.696386  -421.723572  -1016.446228
 5000.076000  -355.126343  -295.277740  -925.491028
 5000.080000  -552.932922  147.231949  -770.299927
 5000.084000  -684.142212  648.805420  -877.012939
 5000.088000  -649.776306  717.383911  -1007.661377
 5000.092000  -296.393005  121.535004  -1040.125610
 5000.096000  291.442780  -580.351562  -1216.721313
 5000.100000  663.550659  -976.656799  -1336.225952
 5000.104000  781.754639  -1002.526428  -1023.636658
 5000.108000  787.161499  -545.829590  -243.371384
 5000.112000  462.129639    2.821414  646.133179
 5000.116000  -230.088379  408.812958  1167.468262
 5000.120000  -1030.037109  672.068604  946.314148
 5000.124000  -1470.597168  604.969299  232.514618
 5000.128000  -1113.175537  420.764038  -177.144684
 5000.132000  -423.733978  175.671417   -7.575133
 5000.136000  138.863983   13.637785   68.583519
 5000.140000  430.032959  212.255127  -15.286348
 5000.144000  392.918732  466.250458  -97.666031
 5000.148000  478.644653  654.826721  -497.244751
 5000.152000  602.683472  701.883240  -523.379944
 5000.156000  672.978210  594.302063   67.718498
 5000.160000  460.575043  383.317719  411.974884
 5000.164000  -50.861359  -132.206787  199.016052
 5000.168000  -413.988892  -622.126038  -311.361755
 5000.172000  -338.458984  -735.504517  -627.729370
 5000.176000   -7.462345  -591.967896  -542.940552
 5000.180000  -57.980652  -13.876191  -194.591415
 5000.184000  -739.314148  610.160767  193.900299
 5000.188000  -1389.783813  874.459778  470.688080
 5000.192000  -1609.235107  1027.548096  480.080017
 5000.196000  -1188.841797  872.257874  -120.080002
 5000.200000  -306.254425  411.961273  -641.292603
 5000.204000  562.608765  -130.374054  -664.187378
 5000.208000  1090.318848  -424.341797  -905.828735
 5000.212000  1152.161743  -152.024307  -1082.619995
 5000.216000  874.629028  336.914307  -833.172180
 5000.220000  705.361572  476.708038  -564.384338
 5000.224000  409.658295  163.895767  -122.914299
 5000.228000  -393.997131  -480.556946  299.246429
 5000.232000  -1079.730835  -875.766785  564.733643
 5000.236000  -974.995361  -846.460510  809.427490
 5000.240000  -504.725067  -334.412415  221.768982
 5000.244000  -154.159332  358.187866  -685.691040
 5000.248000  128.402771  436.317505  -865.881714
 5000.252000  205.200394  227.567810  -663.966858
 5000.256000   76.727425  290.653015  -337.240753
 5000.260000   34.481773  515.741150   55.915588
 5000.264000  179.174805  618.499756   60.665604
 5000.268000  426.316711  529.208191  -264.823975
